source,neighborhood,city,state,transaction,property_type,date,listing_price,suffix,price_ttc,price,size,rooms,bedrooms,bathrooms,parkings,finishing,condition,construction_year,age,air_conditioning,central_heating,swimming_pool,elevator,garden,equipped_kitchen,amenities
century 21,Les berges du Lac 2,Les berges du Lac,Tunis,rent,appartement,4/21/2025,2950,TTC,2950,2950,120,3,2,1,0,haut standing,bonne condition,,,1,1,0,1,0,1,Terrasse+Ascenseur+Chauffage Central+Vue montagne+Prise lave-vaisselle+Camera+Master Bedroom+Double vitrage+Gardien+Fibre optique+Cuisine Equipée+Climatisation
newkey,Les berges du Lac 1,Les berges du Lac,Tunis,rent,bureau,2/23/2025,2900,TTC,2900,2900,119,6,0,2,1,,,,,,,,,,,
century 21,Les berges du Lac 1,Les berges du Lac,Tunis,rent,bureau,5/8/2025,2900,HT,3451,3451,180,5,4,0,1,moyen standing,bonne condition,,,1,1,0,1,0,0,Alarme+Ascenseur+Parking+Chauffage Central+Camera+Double vitrage+Gardien+Titre Bleu+Fibre optique+Climatisation
century 21,Les berges du Lac 1,Les berges du Lac,Tunis,rent,bureau,3/27/2025,2900,HT,3451,3451,177,5,5,2,1,moyen standing,bonne condition,,,1,1,0,1,0,0,Climatisation+Fibre optique+Chauffage Central+Parking+Ascenseur
century 21,Les berges du Lac 1,Les berges du Lac,Tunis,rent,appartement,1/4/2025,2900,TTC,2900,2900,160,5,3,2,1,haut standing,excellente condition,,,1,1,0,1,0,1,Terrasse+Ascenseur+Parking+Chauffage Central+Prise lave-vaisselle+Master Bedroom+Gardien+Titre Bleu+Fibre optique+Cuisine Equipée+Climatisation+Vue mer
century 21,ZI. Khaiereddine,Les berges du Lac,Tunis,rent,bureau,9/20/2023,2900,HT,3451,3805,157,5,4,0,1,haut standing,excellente condition,,,1,1,0,0,0,1,Parking+Chauffage Central+Camera+Double vitrage+Gardien+Cuisine Equipée+Climatisation
newkey,Les berges du Lac 2,Les berges du Lac,Tunis,rent,étage de villa,4/18/2025,2900,TTC,2900,2900,170,5,4,2,1,,,,,,,,,,,
century 21,Les berges du Lac 2,Les berges du Lac,Tunis,rent,appartement,10/18/2024,2900,TTC,2900,3045,190,4,3,1,1,haut standing,excellente condition,,,1,1,0,1,0,1,Vue mer+Ascenseur+Parking+Chauffage Central+Camera+Double vitrage+Terrasse+Gardien+Alarme+Cuisine Equipée+Climatisation
century 21,Les berges du Lac 2,Les berges du Lac,Tunis,rent_furnished,appartement,9/8/2023,2900,TTC,2900,3197,150,4,3,2,1,moyen standing,bonne condition,,,1,1,0,1,0,1,Climatisation+Cuisine Equipée+Fibre optique+Gardien+Double vitrage+Prise lave-vaisselle+Ascenseur+Parking+Chauffage Central
century 21,Les berges du Lac 1,Les berges du Lac,Tunis,rent,appartement,2/21/2024,2900,TTC,2900,3045,150,3,2,1,1,haut standing,bonne condition,,,1,1,0,1,0,1,Climatisation+Parking+Cuisine Equipée+Alarme+Gardien+Camera+Chauffage Central+Terrasse+Ascenseur
century 21,Les berges du Lac 2,Les berges du Lac,Tunis,rent,appartement,2/20/2025,2900,TTC,2900,2900,140,3,2,1,1,très haut standing,excellente condition,,,1,1,0,1,0,1,Parking+Chauffage Central+Camera+Double vitrage+Gardien+Alarme+Fibre optique+Cuisine Equipée+Climatisation+Terrasse+Ascenseur
century 21,Les berges du Lac 1,Les berges du Lac,Tunis,rent,appartement,8/2/2023,2900,TTC,2900,3197,120,3,2,1,1,haut standing,excellente condition,,,1,0,0,1,0,0,Terrasse+Ascenseur+Parking+Climatisation
century 21,Les berges du Lac 2,Les berges du Lac,Tunis,rent,appartement,8/29/2023,2900,TTC,2900,3197,100,3,2,1,1,moyen standing,bonne condition,,,1,1,0,1,0,1,Climatisation+Ascenseur+Chauffage Central+Vue mer+Gardien+Fibre optique+Cuisine Equipée
newkey,Les berges du Lac 2,Les berges du Lac,Tunis,rent,villa,4/22/2025,2900,TTC,2900,2900,75,3,3,1,1,,,,,,,,,,,
century 21,Les berges du Lac 1,Les berges du Lac,Tunis,rent,bureau,11/13/2024,2885,TTC,2885,3029,115,1,1,0,1,haut standing,excellente condition,,,1,1,0,1,0,0,Gardien+Fibre optique+Double vitrage+Chauffage Central+Parking+Ascenseur+Climatisation
century 21,Les berges du Lac 1,Les berges du Lac,Tunis,rent,bureau,1/10/2025,2875,TTC,2875,2875,151,4,3,1,1,moyen standing,bonne condition,2016,9,1,1,0,0,0,0,Fibre optique+Titre Bleu+Gardien+Double vitrage+Camera+Chauffage Central+Parking+Climatisation
century 21,Les berges du Lac 1,Les berges du Lac,Tunis,rent,bureau,4/21/2025,2864,TTC,2864,2864,125,1,1,1,1,moyen standing,bonne condition,,,1,1,0,0,0,0,Climatisation+Titre Bleu+Gardien+Chauffage Central+Parking
century 21,Les berges du Lac 1,Les berges du Lac,Tunis,rent,bureau,10/30/2024,2830,TTC,2830,2972,170,1,0,0,1,moyen standing,bonne condition,2010,15,1,0,0,1,0,0,Climatisation+Fibre optique+Gardien+Double vitrage+Parking+Ascenseur
newkey,Les berges du Lac 1,Les berges du Lac,Tunis,rent,bureau,2/23/2025,2800,TTC,2800,2800,141,6,4,2,1,,,,,,,,,,,
century 21,Les berges du Lac 1,Les berges du Lac,Tunis,rent,bureau,12/19/2024,2800,HT,3332,3499,115,5,4,1,1,moyen standing,bonne condition,,,1,1,0,1,0,0,Gardien+Ascenseur+Parking+Chauffage Central+Climatisation+Climatisation+Chauffage Central+Parking+Ascenseur+Gardien
century 21,Les berges du Lac 1,Les berges du Lac,Tunis,rent,bureau,11/29/2023,2800,HT,3332,3674,190,4,3,1,1,moyen standing,bonne condition,,,1,1,0,0,0,0,Climatisation+Fibre optique+Chauffage Central+Parking
century 21,Les berges du Lac 1,Les berges du Lac,Tunis,rent,bureau,1/23/2025,2800,TTC,2800,2800,184,4,3,1,1,moyen standing,bonne condition,2010,15,1,0,0,1,0,1,Parking+Ascenseur+Terrasse+Gardien+Cuisine Equipée+Climatisation
century 21,Les berges du Lac 2,Les berges du Lac,Tunis,rent,appartement,1/16/2024,2800,TTC,2800,2940,170,4,3,1,1,moyen standing,bonne condition,,,1,1,0,1,0,1,Chauffage Central+Terrasse+Chambre de Service+Ascenseur+Parking+Camera+Vue mer+Gardien+Cuisine Equipée+Climatisation
century 21,Les berges du Lac 2,Les berges du Lac,Tunis,rent,appartement,9/30/2024,2800,TTC,2800,2940,150,4,3,2,1,moyen standing,bonne condition,,,1,1,0,1,0,1,Ascenseur+Parking+Chauffage Central+Prise lave-vaisselle+Master Bedroom+Double vitrage+Gardien+Fibre optique+Cuisine Equipée+Climatisation
century 21,Les berges du Lac 2,Les berges du Lac,Tunis,rent,appartement,9/30/2024,2800,TTC,2800,2940,150,4,3,1,1,moyen standing,excellente condition,,,1,1,0,1,0,1,Parking+Ascenseur+Chauffage Central+Prise lave-vaisselle+Camera+Vue mer+Gardien+Fibre optique+Cuisine Equipée+Climatisation
century 21,Les berges du Lac 1,Les berges du Lac,Tunis,rent,appartement,5/7/2024,2800,TTC,2800,2940,150,4,3,2,1,haut standing,excellente condition,,,1,1,0,1,1,1,Terrasse+Ascenseur+Parking+Chauffage Central+Double vitrage+Jardin+Fibre optique+Cuisine Equipée+Climatisation
century 21,Les berges du Lac 1,Les berges du Lac,Tunis,rent,bureau,3/8/2023,2800,TTC,2800,3087,150,4,3,2,0,économique,bonne condition,,,1,1,0,0,1,0,Climatisation+Fibre optique+Chauffage Central+Chambre de Service+Terrasse+Jardin
century 21,Les berges du Lac 2,Les berges du Lac,Tunis,rent,appartement,10/18/2024,2800,TTC,2800,2940,140,4,3,2,2,moyen standing,à rafraichir,,,1,1,0,1,0,1,Terrasse+Climatisation+Cuisine Equipée+Fibre optique+Double vitrage+Chauffage Central+Parking+Ascenseur+Chambre de Service
century 21,Les berges du Lac 1,Les berges du Lac,Tunis,rent,appartement,12/29/2023,2800,TTC,2800,3087,130,4,3,2,1,haut standing,excellente condition,,,1,1,0,1,0,1,Ascenseur+Parking+Chauffage Central+Vue mer+Climatisation+Cuisine Equipée+Fibre optique+Gardien
century 21,Les berges du Lac 2,Les berges du Lac,Tunis,rent,bureau,11/19/2023,2800,HT,3332,3674,124,4,3,0,1,haut standing,bonne condition,,,1,1,0,0,0,1,Parking+Chauffage Central+Gardien+Fibre optique+Cuisine Equipée+Climatisation
century 21,Les berges du Lac 2,Les berges du Lac,Tunis,rent,bureau,12/7/2024,2800,TTC,2800,2940,100,4,3,0,1,haut standing,neuf,,,1,1,0,1,0,0,Alarme+Ascenseur+Parking+Chauffage Central+Camera+Double vitrage+Gardien+Fibre optique+Climatisation
century 21,Les berges du Lac 2,Les berges du Lac,Tunis,rent,bureau,8/25/2023,2800,HT,3332,3674,100,4,3,0,1,haut standing,neuf,,,1,1,0,1,0,0,Chauffage Central+Ascenseur+Parking+Camera+Double vitrage+Gardien+Alarme+Climatisation+Fibre optique
century 21,Les berges du Lac 2,Les berges du Lac,Tunis,rent,bureau,11/9/2023,2800,HT,3332,3674,150,3,3,0,1,moyen standing,bonne condition,,,1,0,0,1,0,0,Climatisation+Fibre optique+Gardien+Parking+Ascenseur
century 21,Les berges du Lac 1,Les berges du Lac,Tunis,rent,appartement,10/16/2023,2800,TTC,2800,3087,200,3,2,1,1,moyen standing,excellente condition,,,1,1,0,0,0,1,Terrasse+Climatisation+Cuisine Equipée+Fibre optique+Gardien+Prise lave-vaisselle+Chauffage Central
century 21,Les berges du Lac 2,Les berges du Lac,Tunis,rent,appartement,9/5/2024,2800,TTC,2800,2940,150,3,2,1,1,moyen standing,bonne condition,,,1,1,0,1,0,1,Terrasse+Ascenseur+Chauffage Central+Prise lave-vaisselle+Camera+Double vitrage+Climatisation+Cuisine Equipée+Fibre optique+Alarme+Gardien
century 21,Les berges du Lac 2,Les berges du Lac,Tunis,rent_furnished,appartement,8/27/2024,2800,TTC,2800,2940,150,3,2,1,1,haut standing,bonne condition,,,1,1,0,1,0,1,Cuisine Equipée+Camera+Fibre optique+Titre Bleu+Alarme+Gardien+Double vitrage+Climatisation+Prise lave-vaisselle+Chauffage Central+Parking+Ascenseur+Terrasse
century 21,Les berges du Lac 1,Les berges du Lac,Tunis,rent,bureau,7/9/2024,2800,HT,3332,3499,141,3,1,1,1,moyen standing,bonne condition,,,1,1,0,1,0,0,Climatisation+Fibre optique+Double vitrage+Chauffage Central+Parking+Ascenseur
century 21,Les berges du Lac 2,Les berges du Lac,Tunis,rent_furnished,appartement,1/28/2025,2800,TTC,2800,2800,130,3,2,1,1,haut standing,bonne condition,,,1,1,0,1,0,1,Climatisation+Terrasse+Ascenseur+Parking+Chauffage Central+Prise lave-vaisselle+Double vitrage+Alarme+Fibre optique+Cuisine Equipée
century 21,Les berges du Lac 2,Les berges du Lac,Tunis,rent,appartement,1/27/2025,2800,TTC,2800,2800,130,3,2,1,1,économique,excellente condition,,,1,1,0,1,0,1,Climatisation+Cuisine Equipée+Fibre optique+Gardien+Double vitrage+Chauffage Central+Parking+Ascenseur+Terrasse
century 21,Les berges du Lac 2,Les berges du Lac,Tunis,rent_furnished,appartement,1/21/2025,2800,TTC,2800,2800,130,3,2,2,1,moyen standing,bonne condition,,,1,1,0,1,0,1,Parking+Chauffage Central+Ascenseur+Prise lave-vaisselle+Double vitrage+Gardien+Fibre optique+Cuisine Equipée+Climatisation
century 21,Les berges du Lac 1,Les berges du Lac,Tunis,rent_furnished,appartement,4/18/2024,2800,TTC,2800,2940,130,3,2,1,1,moyen standing,excellente condition,,,1,1,0,1,0,1,Gardien+Fibre optique+Cuisine Equipée+Climatisation+Prise lave-vaisselle+Chauffage Central+Parking+Ascenseur
century 21,Les berges du Lac 2,Les berges du Lac,Tunis,rent_furnished,appartement,10/15/2024,2800,TTC,2800,2940,120,3,2,2,1,social,à rafraichir,,,1,1,0,1,0,1,Ascenseur+Terrasse+Parking+Chauffage Central+Gardien+Fibre optique+Cuisine Equipée+Climatisation+Double vitrage
century 21,Les berges du Lac 2,Les berges du Lac,Tunis,rent_furnished,appartement,6/30/2024,2800,TTC,2800,2940,120,3,2,1,1,haut standing,bonne condition,,,1,1,0,1,0,1,Terrasse+Ascenseur+Parking+Chauffage Central+Camera+Double vitrage+Gardien+Climatisation+Cuisine Equipée+Fibre optique+Titre Bleu+Alarme
century 21,Les berges du Lac 2,Les berges du Lac,Tunis,rent,appartement,4/30/2024,2800,TTC,2800,2940,120,3,2,2,1,économique,excellente condition,,,1,1,0,1,0,1,Terrasse+Ascenseur+Parking+Chauffage Central+Double vitrage+Climatisation+Cuisine Equipée+Fibre optique
century 21,Les berges du Lac 2,Les berges du Lac,Tunis,rent_furnished,appartement,11/4/2022,2800,TTC,2800,3241,110,3,2,1,1,haut standing,excellente condition,2018,7,1,1,0,1,0,1,Terrasse+Climatisation+Cuisine Equipée+Fibre optique+Ascenseur+Parking+Chauffage Central+Prise lave-vaisselle+Camera+Double vitrage+Gardien+Alarme+Titre Bleu
newkey,Les berges du Lac 2,Les berges du Lac,Tunis,rent_furnished,appartement,2/23/2025,2800,TTC,2800,2800,140,3,2,1,1,,,,,,,,,,,
newkey,Les berges du Lac 2,Les berges du Lac,Tunis,rent,appartement,2/23/2025,2800,TTC,2800,2800,140,3,2,1,1,,,,,,,,,,,
newkey,Les berges du Lac 2,Les berges du Lac,Tunis,rent,appartement,2/23/2025,2800,TTC,2800,2800,100,2,1,1,1,,,,,,,,,,,
century 21,Les berges du Lac 1,Les berges du Lac,Tunis,rent,local commercial,10/3/2023,2800,HT,3332,3674,105,1,0,0,1,social,excellente condition,,,1,1,0,1,0,0,Ascenseur+Parking+Chauffage Central+Camera+Double vitrage+Climatisation+Gardien+Alarme
century 21,Les berges du Lac 2,Les berges du Lac,Tunis,rent_furnished,appartement,7/5/2024,2799,TTC,2799,2939,120,3,2,1,1,social,bonne condition,,,1,1,0,1,0,1,Cuisine Equipée+Terrasse+Ascenseur+Parking+Camera+Climatisation+Fibre optique+Alarme+Chauffage Central+Double vitrage+Gardien
newkey,Les berges du Lac 2,Les berges du Lac,Tunis,rent,appartement,2/23/2025,2750,TTC,2750,2750,180,4,3,2,1,,,,,,,,,,,
century 21,Les berges du Lac 2,Les berges du Lac,Tunis,rent_furnished,appartement,8/27/2023,2750,TTC,2750,3032,145,3,2,1,1,social,excellente condition,,,1,1,0,1,0,1,Parking+Ascenseur+Chauffage Central+Camera+Double vitrage+Gardien+Fibre optique+Cuisine Equipée+Climatisation
newkey,Les berges du Lac 2,Les berges du Lac,Tunis,rent,appartement,2/23/2025,2750,TTC,2750,2750,150,3,2,1,1,,,,,,,,,,,
newkey,Les berges du Lac 1,Les berges du Lac,Tunis,rent,bureau,2/23/2025,2700,TTC,2700,2700,120,6,5,1,1,,,,,,,,,,,
century 21,Les berges du Lac 1,Les berges du Lac,Tunis,rent_furnished,étage de villa,7/3/2023,2700,TTC,2700,2977,170,5,4,1,0,moyen standing,excellente condition,,,1,1,0,0,0,1,Climatisation+Cuisine Equipée+Chauffage Central+Terrasse
century 21,Les berges du Lac 2,Les berges du Lac,Tunis,rent,bureau,6/8/2023,2700,TTC,2700,2977,160,5,0,2,1,social,bonne condition,,,1,1,0,1,0,1,Climatisation+Fibre optique+Alarme+Gardien+Double vitrage+Camera+Chauffage Central+Parking+Ascenseur+Terrasse+Cuisine Equipée
century 21,Les berges du Lac 2,Les berges du Lac,Tunis,rent,appartement,4/15/2024,2700,TTC,2700,2835,160,4,3,1,1,haut standing,bonne condition,,,1,1,0,1,0,1,Climatisation+Ascenseur+Cuisine Equipée+Fibre optique+Alarme+Gardien+Double vitrage+Camera+Prise lave-vaisselle+Chauffage Central+Parking+Terrasse
century 21,Les berges du Lac 1,Les berges du Lac,Tunis,rent,bureau,4/11/2025,2700,TTC,2700,2700,140,4,4,1,1,moyen standing,excellente condition,,,1,0,0,0,0,0,Titre Bleu+Terrasse+Parking+Fibre optique+Climatisation
century 21,Les berges du Lac 1,Les berges du Lac,Tunis,rent,bureau,1/8/2024,2700,TTC,2700,2835,130,4,0,2,1,moyen standing,bonne condition,,,1,1,0,1,1,0,Gardien+Climatisation+Fibre optique+Jardin+Parking+Ascenseur+Chauffage Central
century 21,Les berges du Lac 2,Les berges du Lac,Tunis,rent,bureau,5/10/2023,2700,HT,3213,3542,155,3,0,1,1,social,bonne condition,,,1,1,0,1,0,0,Ascenseur+Parking+Chauffage Central+Camera+Double vitrage+Gardien+Alarme+Fibre optique+Climatisation
century 21,Les berges du Lac 2,Les berges du Lac,Tunis,rent_furnished,appartement,7/17/2023,2700,TTC,2700,2977,130,3,2,2,1,social,à rafraichir,,,1,1,0,1,0,1,Climatisation+Fibre optique+Ascenseur+Parking+Chauffage Central+Cuisine Equipée
century 21,Les berges du Lac 2,Les berges du Lac,Tunis,rent_furnished,appartement,11/7/2023,2700,TTC,2700,2977,120,3,2,1,1,moyen standing,neuf,,,1,1,0,1,0,1,Terrasse+Ascenseur+Parking+Chauffage Central+Double vitrage+Gardien+Fibre optique+Cuisine Equipée+Climatisation
century 21,Les berges du Lac 2,Les berges du Lac,Tunis,rent_furnished,appartement,6/1/2023,2700,HT,3213,3542,100,3,2,1,1,moyen standing,excellente condition,,,1,1,0,1,0,1,Climatisation+Cuisine Equipée+Fibre optique+Alarme+Gardien+Prise lave-vaisselle+Chauffage Central+Parking+Ascenseur
newkey,Les berges du Lac 2,Les berges du Lac,Tunis,rent_furnished,appartement,2/23/2025,2700,TTC,2700,2700,120,3,2,1,1,,,,,,,,,,,
tecnocasa,Les berges du Lac 2,Les berges du Lac,Tunis,rent,bureau,5/6/2025,2700,TTC,2700,2700,175,3,0,1,1,moyen standing,bonne condition,2012,13,1,1,0,0,0,0,"Climatisation, Chauffage Central"
century 21,Les berges du Lac 2,Les berges du Lac,Tunis,rent_furnished,appartement,5/28/2023,2700,TTC,2700,2977,70,2,1,1,1,haut standing,bonne condition,2015,10,1,1,0,1,0,1,Ascenseur+Parking+Chauffage Central+Prise lave-vaisselle+Double vitrage+Gardien+Fibre optique+Cuisine Equipée+Climatisation
tecnocasa,Les berges du Lac 2,Les berges du Lac,Tunis,rent,bureau,3/10/2025,2700,TTC,2700,2700,120,2,0,1,2,haut standing,,,,1,1,0,0,0,0,"Chauffage Central, Climatisation"
century 21,Les berges du Lac 1,Les berges du Lac,Tunis,rent,bureau,9/2/2023,2685,TTC,2685,2960,115,1,1,0,1,haut standing,excellente condition,,,1,1,0,1,0,0,Climatisation+Fibre optique+Gardien+Double vitrage+Chauffage Central+Parking+Ascenseur
remax,Les berges du Lac 1,Les berges du Lac,Tunis,rent,bureau,3/10/2025,2650,TTC,2650,2650,135,6,0,2,1,très haut standing,bonne condition,,,1,1,0,1,0,0,"Climatisation, Chauffage Central, Double ascenseur, Parking, Système de sécurité, Système de surveillance"
century 21,Les berges du Lac 2,Les berges du Lac,Tunis,rent_furnished,appartement,7/14/2023,2650,TTC,2650,2922,130,3,2,1,1,haut standing,excellente condition,,,1,1,0,1,0,1,Ascenseur+Terrasse+Parking+Chauffage Central+Prise lave-vaisselle+Double vitrage+Gardien+Alarme+Cuisine Equipée+Climatisation+Camera
century 21,Les berges du Lac 1,Les berges du Lac,Tunis,rent,bureau,7/14/2023,2629,HT,3129,3449,126,0,0,0,0,moyen standing,bonne condition,,,1,1,0,1,0,0,Climatisation+Fibre optique+Gardien+Chauffage Central+Parking+Ascenseur
century 21,Les berges du Lac 1,Les berges du Lac,Tunis,rent,bureau,4/17/2025,2600,TTC,2600,2600,140,6,6,1,1,moyen standing,bonne condition,,,1,1,0,1,0,0,Ascenseur+Parking+Chauffage Central+Climatisation
century 21,Les berges du Lac 1,Les berges du Lac,Tunis,rent,appartement,12/8/2023,2600,TTC,2600,2867,147,5,4,1,1,haut standing,excellente condition,,,1,1,0,0,0,1,Cuisine Equipée+Fibre optique+Titre Bleu+Gardien+Double vitrage+Master Bedroom+Prise lave-vaisselle+Chauffage Central+Climatisation
century 21,Les berges du Lac 1,Les berges du Lac,Tunis,rent,bureau,1/24/2024,2600,HT,3094,3249,120,5,4,0,1,haut standing,excellente condition,,,1,1,0,1,0,0,Ascenseur+Parking+Chauffage Central+Gardien+Climatisation
century 21,Les berges du Lac 2,Les berges du Lac,Tunis,rent,appartement,9/28/2024,2600,TTC,2600,2730,200,4,3,1,1,moyen standing,bonne condition,,,1,1,0,1,0,1,Climatisation+Cuisine Equipée+Alarme+Gardien+Master Bedroom+Parking+Ascenseur+Chambre de Service+Terrasse+Chauffage Central
century 21,Les berges du Lac 2,Les berges du Lac,Tunis,rent,appartement,5/13/2023,2600,TTC,2600,2867,200,4,3,3,1,économique,bonne condition,,,1,1,0,1,0,1,Master Bedroom+Camera+Prise lave-vaisselle+Chauffage Central+Parking+Ascenseur+Terrasse+Vue mer+Double vitrage+Gardien+Alarme+Fibre optique+Cuisine Equipée+Climatisation
century 21,Les berges du Lac 1,Les berges du Lac,Tunis,rent,appartement,12/26/2024,2600,TTC,2600,2730,180,4,3,2,2,social,bonne condition,,,1,1,0,1,0,1,Climatisation+Cuisine Equipée+Fibre optique+Gardien+Prise lave-vaisselle+Double vitrage+Chauffage Central+Parking+Ascenseur+Terrasse
century 21,Les berges du Lac 2,Les berges du Lac,Tunis,rent_furnished,appartement,9/23/2023,2600,TTC,2600,2867,180,4,3,1,1,moyen standing,à rénover,2021,4,1,1,0,1,0,1,Ascenseur+Titre Bleu+Parking+Alarme+Gardien+Double vitrage+Master Bedroom+Camera+Prise lave-vaisselle+Chauffage Central+Fibre optique+Cuisine Equipée+Climatisation
century 21,Les berges du Lac 2,Les berges du Lac,Tunis,rent_furnished,appartement,2/6/2023,2600,HT,3094,3411,180,4,3,2,2,moyen standing,bonne condition,2011,14,1,1,0,1,0,1,Ascenseur+Parking+Chauffage Central+Climatisation+Prise lave-vaisselle+Master Bedroom+Double vitrage+Gardien+Titre Bleu+Cuisine Equipée
century 21,Les berges du Lac 2,Les berges du Lac,Tunis,rent_furnished,appartement,1/25/2025,2600,TTC,2600,2600,150,4,3,2,1,moyen standing,à rénover,,,1,1,0,1,0,1,Cuisine Equipée+Terrasse+Ascenseur+Parking+Chauffage Central+Double vitrage+Climatisation
century 21,Les berges du Lac 2,Les berges du Lac,Tunis,rent,appartement,2/17/2024,2600,TTC,2600,2730,140,4,3,2,1,moyen standing,bonne condition,,,1,1,0,1,0,1,Ascenseur+Parking+Chauffage Central+Prise lave-vaisselle+Gardien+Fibre optique+Cuisine Equipée+Climatisation
century 21,Les berges du Lac 1,Les berges du Lac,Tunis,rent,bureau,1/12/2024,2600,TTC,2600,2730,152,3,2,1,1,haut standing,bonne condition,,,1,1,0,1,0,0,Ascenseur+Parking+Chauffage Central+Gardien+Fibre optique+Climatisation
century 21,Les berges du Lac 2,Les berges du Lac,Tunis,rent,appartement,5/7/2025,2600,TTC,2600,2600,150,3,2,1,1,moyen standing,bonne condition,,,1,1,0,1,0,1,Double vitrage+Climatisation+Cuisine Equipée+Fibre optique+Alarme+Gardien+Chauffage Central+Camera+Terrasse+Ascenseur+Parking
century 21,Les berges du Lac 2,Les berges du Lac,Tunis,rent_furnished,appartement,4/9/2024,2600,TTC,2600,2730,150,3,2,1,1,haut standing,bonne condition,,,1,1,0,1,0,1,Double vitrage+Ascenseur+Parking+Chauffage Central+Prise lave-vaisselle+Camera+Gardien+Alarme+Fibre optique+Cuisine Equipée+Climatisation
century 21,Les berges du Lac 2,Les berges du Lac,Tunis,rent_furnished,appartement,6/8/2023,2600,TTC,2600,2867,120,3,2,1,1,moyen standing,bonne condition,,,1,0,0,1,0,1,Climatisation+Cuisine Equipée+Ascenseur+Parking+Prise lave-vaisselle+Camera+Master Bedroom+Double vitrage+Gardien+Alarme+Fibre optique
century 21,Les berges du Lac 2,Les berges du Lac,Tunis,rent_furnished,appartement,1/4/2024,2600,TTC,2600,2730,100,3,2,1,1,haut standing,bonne condition,,,1,1,0,1,0,1,Ascenseur+Parking+Chauffage Central+Titre Bleu+Prise lave-vaisselle+Double vitrage+Gardien+Fibre optique+Cuisine Equipée+Climatisation
newkey,Les berges du Lac 2,Les berges du Lac,Tunis,rent_furnished,appartement,2/23/2025,2600,TTC,2600,2600,120,3,2,2,2,,,,,,,,,,,
century 21,Les berges du Lac 2,Les berges du Lac,Tunis,rent_furnished,appartement,2/18/2025,2600,TTC,2600,2600,73,2,1,1,1,social,neuf,2024,1,1,1,0,1,0,1,Climatisation+Cuisine Equipée+Fibre optique+Gardien+Double vitrage+Camera+Chauffage Central+Parking+Ascenseur+Terrasse
century 21,Les berges du Lac 2,Les berges du Lac,Tunis,rent_furnished,appartement,1/3/2025,2600,TTC,2600,2600,53,2,1,1,1,social,neuf,,,1,1,0,1,0,1,Cuisine Equipée+Climatisation+Fibre optique+Gardien+Double vitrage+Prise lave-vaisselle+Chauffage Central+Parking+Ascenseur
century 21,Les berges du Lac 1,Les berges du Lac,Tunis,rent,bureau,5/2/2024,2500,HT,2975,3124,200,7,0,2,0,moyen standing,bonne condition,,,1,1,0,1,0,1,Parking+Chauffage Central+Double vitrage+Titre Bleu+Fibre optique+Cuisine Equipée+Climatisation+Terrasse+Ascenseur
century 21,Les berges du Lac 1,Les berges du Lac,Tunis,rent,villa,11/27/2023,2500,TTC,2500,2756,550,6,5,3,0,moyen standing,bonne condition,,,1,1,0,0,1,0,Terrasse+Parking+Chauffage Central+Titre Bleu+Jardin+Climatisation
century 21,Les berges du Lac 1,Les berges du Lac,Tunis,rent,bureau,12/7/2024,2500,TTC,2500,2625,200,6,5,0,0,moyen standing,bonne condition,,,1,1,0,1,0,0,Climatisation+Fibre optique+Gardien+Chauffage Central+Parking+Ascenseur+Terrasse
century 21,Les berges du Lac 1,Les berges du Lac,Tunis,rent,bureau,3/3/2023,2500,TTC,2500,2756,200,5,1,1,1,économique,bonne condition,2000,25,1,1,0,1,0,0,Gardien+Chauffage Central+Parking+Ascenseur+Chambre de Service+Fibre optique+Climatisation
century 21,Les berges du Lac 1,Les berges du Lac,Tunis,rent_furnished,duplex,12/11/2024,2500,TTC,2500,2625,165,5,3,1,1,moyen standing,neuf,,,1,1,0,1,0,1,Parking+Terrasse+Ascenseur+Chauffage Central+Prise lave-vaisselle+Master Bedroom+Gardien+Alarme+Fibre optique+Cuisine Equipée+Climatisation
century 21,Les berges du Lac 2,Les berges du Lac,Tunis,rent,bureau,3/7/2025,2500,TTC,2500,2500,150,5,0,0,1,social,bonne condition,,,1,1,0,1,0,1,Master Bedroom+Double vitrage+Gardien+Fibre optique+Cuisine Equipée+Climatisation+Parking+Ascenseur+Terrasse+Chauffage Central
century 21,Les berges du Lac 1,Les berges du Lac,Tunis,rent,bureau,7/8/2024,2500,HT,2975,3124,150,5,0,0,0,haut standing,excellente condition,,,1,1,0,1,0,0,Ascenseur+Parking+Chauffage Central+Double vitrage+Gardien+Titre Bleu+Climatisation+Fibre optique
century 21,Les berges du Lac 1,Les berges du Lac,Tunis,rent_furnished,appartement,12/26/2023,2500,TTC,2500,2756,150,5,4,2,1,moyen standing,bonne condition,,,1,0,0,1,0,1,Ascenseur+Parking+Gardien+Fibre optique+Cuisine Equipée+Climatisation
century 21,Les berges du Lac 1,Les berges du Lac,Tunis,rent,bureau,2/14/2023,2500,TTC,2500,2756,150,5,4,1,1,moyen standing,bonne condition,,,1,1,0,1,0,0,Ascenseur+Parking+Chauffage Central+Fibre optique+Climatisation+Gardien
century 21,Les berges du Lac 1,Les berges du Lac,Tunis,rent,bureau,12/7/2024,2500,TTC,2500,2625,140,5,4,1,1,moyen standing,bonne condition,,,1,1,0,0,0,0,Climatisation+Chauffage Central+Parking
